6.79305200;6.7931E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79352900;6.7935E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79400600;6.7940E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79448200;6.7945E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79495900;6.7950E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79543600;6.7954E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79591300;6.7959E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79639000;6.7964E-03
6.79686700;6.7969E-03
6.79686700;6.7969E-03
6.79686700;6.7969E-03
6.79686700;6.7969E-03
6.79686700;6.7969E-03
